TOT_POP,0-9,19-Oct,20-29,30-39,30-39 y/o % of total pop,40-49,50-59,60-69,70-79,80+,White-alone pop,Black-alone pop,Native American/American Indian-alone pop,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,Two or more races pop,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,CI90LBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Median_Household_Income_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_Upper 95% CI,anycondition_number,Obesity_Upper 95% CI,Obesity_number,COPD_number,diabetes_number,CKD_number,Urban_rural_code,Heart disease_number
-0.2712659683136022,-0.26536200827795814,-0.2709936449001355,-0.2596000726674842,-0.25258665749317355,-0.29060808539380323,-0.2576129188560356,-0.2721842679735246,-0.29769037168548984,-0.30468492171522443,-0.28250546807035587,-0.27906729617073334,-0.2355249845653374,-0.23616923343495302,-0.1395961486242033,-0.46761115915872037,-0.1111276090246339,-0.24705962206653848,-0.2712659683136022,-0.18900945602557326,-0.32368820747950056,-0.2054131610810582,-0.29165979147957466,-0.29045135388394216,-0.253057962703974,1.33681290004385,-0.2833852017060051,-0.2654749962543876,0.3547009289014475,-0.2635628823357795,-0.2633431670516882,-0.26342882833134035,0.43779760547547786,-0.29280349065101663,-0.3093603017478528,-0.32198532728427887,-0.2532232717322673,-0.28703308763489294,-0.2633973399451064,-0.2815690114202986,-0.2698965510241473,-0.2981618666783194,-0.2718670343570197,-0.5232084581211338,-0.2916468581090942,-0.6979386814063644,-0.29501226830308314,-0.3119498179811264,-0.2751131243224865,-0.27974908029140916,-0.4207041558101141,801
-0.10758967129490214,-0.09098670482094637,-0.08867512753036529,-0.1326680260703297,-0.10680183143249887,0.5679875905779962,-0.0978991874046421,-0.0886137314651012,-0.11854092657843686,-0.11843220310818467,-0.16502774331175046,-0.06259967027942798,-0.21847080601795285,-0.10486371908649789,-0.13029827318705436,-0.3197143234997014,-0.09196467010571206,-0.15014710252845856,-0.10758967129490214,0.5738246137188256,-0.2640588724839597,-0.05712760259301836,-0.08384988488378589,-0.09120469721137682,-0.18034175672929698,-0.06752922165579779,-0.4318032043150878,-0.14659983813119398,0.8878055324401583,-0.1224179344500249,-0.12176453329103597,-0.13516493656082398,0.9794429621693648,-0.18938606019590642,-0.16564165979628523,-0.0956629281834279,-0.17258240662770777,-0.16140067682710735,-0.1596129397080397,-0.03330847666085526,-0.11871889356791429,-0.13536652425009998,-0.11385347430109279,0.6051071636848079,-0.07329150013739419,0.984255373166586,-0.06687439519919634,-0.10079128846908794,-0.10163333276123228,-0.11440189216356579,-1.7450260096885692,4033
-0.12281467608069026,-0.16691854913053003,-0.11436245366731007,-0.09262350723762919,-0.1452640373277952,-0.586592783323663,-0.1355154292546894,-0.09994495703200298,-0.10518367375709586,-0.12010837897706751,-0.10094144744837573,-0.08626244753966102,-0.20460369065834988,-0.20259680078904121,-0.12070414191489826,-0.06859512335159101,-0.10154613956517297,-0.16440425158527106,-0.12281467608069026,-0.2799369800227099,0.49189202192200976,-0.11224116282077741,-0.0951642202963963,-0.11117044466351429,-0.1391442648615748,-0.19266861863893453,0.40569838183616497,-0.13497765886439955,0.6163252493742943,-0.12235275416342778,-0.12336397785807814,-0.09642751958315127,0.5939916727536407,-0.07732177388375079,0.006441707787482761,-0.2604905583619886,0.019276942383501628,-0.17572118928161518,-0.016751730590090167,-0.2815690114202986,-0.11528947514424408,-0.10497371694934388,-0.11119947478591598,-0.6799189611497368,-0.1137078237491832,0.044848303729742967,-0.09190965926758472,-0.08692188219200918,-0.12607042023750273,-0.1195770780204623,-1.7450260096885692,3802
-0.2691012472708021,-0.26366346985767447,-0.2698819466234906,-0.2585510474889953,-0.25156589831336207,-0.4183711063765451,-0.2553582450326077,-0.27267591205803887,-0.2905916147630852,-0.2995084962377922,-0.2762875221586442,-0.2933138560459716,-0.16674883907156085,-0.23672877397905157,-0.13977845990728466,-0.4908405269467315,-0.11477769262823806,-0.24128457434732328,-0.2691012472708021,-0.23367560816451757,-0.3517139949274048,-0.16961083370113478,-0.2990387058791032,-0.28506142370756266,-0.26090629803848225,0.39131523394903817,-1.0890829301553115,-0.22591572946703448,-0.9406961844434442,-0.2696068725475121,-0.27018557855857134,-0.2508032998349137,-0.9773695446013942,-0.2769821261519088,-0.32060381791708226,-0.2741277146574698,-0.26641331406199636,-0.2931978760372753,-0.27809196823251336,-0.2815690114202986,-0.2668295666967619,-0.2865976152401968,-0.2698668627107422,1.623725433370727,-0.27333005078653416,0.5910152045651162,-0.28288413340300017,-0.28840999998791933,-0.2513483088538163,-0.2607302722673145,0.9036176980683411,1126
-0.2437392316183835,-0.23854423969854943,-0.2405520346439219,-0.2298642435695494,-0.2296195759474154,-0.055394642429321135,-0.23794204009041453,-0.25062216312411023,-0.2655576311673398,-0.2659356795698742,-0.24080377748914308,-0.24987449330212377,-0.21543631500405439,-0.20688661162712993,-0.1355625114860284,-0.22768777368448662,0.004306284939347642,-0.20347605881058634,-0.2437392316183835,-0.21453297153354142,-0.16224178297907363,-0.16542091391773792,-0.2535058847577458,-0.2647998874042824,-0.24072128224206327,0.7111159151281655,-0.37879677481184393,-0.22236328976661807,-0.6417074684687119,-0.24142528681515907,-0.24124118981059187,-0.24090373771839732,-0.646571796222228,-0.25952097336852287,-0.2978254670707206,-0.2793955913141642,-0.22662332397452492,-0.2562807925669681,-0.23340907805368524,-0.19881549983381747,-0.24126730308231778,-0.25967408337087744,-0.24388784413288184,0.5424229624733657,-0.2474478255306362,0.39439512026438217,-0.2516303461244917,-0.25615408722425453,-0.23706252869231023,-0.24158208459679742,0.24145677112911354,1532
-0.2406660473124692,-0.24009923966078098,-0.24417096733172353,-0.23317270759401434,-0.2319060765101931,-0.6259019685141647,-0.2303957848446558,-0.2392441143110642,-0.25845887424493513,-0.2465117592069378,-0.23533198508683684,-0.28189131839452314,-0.05554067677450037,-0.2227402603765883,-0.1379097692557008,-0.39198783732599046,-0.11386517172733701,-0.23632164271362271,-0.2406660473124692,-0.26175147522328257,-0.3423223746656071,-0.14522335188495292,-0.22631212555735003,-0.2624993074509497,-0.2484066329769731,1.309004145158709,-0.9512662134468776,-0.17427378197024035,-0.8646434581659845,-0.25982390407734496,-0.26192281087246155,-0.20589659052375975,-0.8648263975984822,-0.2618227953975618,-0.2962860298536921,-0.270462994998364,-0.24087449485356388,-0.26440451173488166,-0.25102980322758184,-0.2815690114202986,-0.23634855463273752,-0.24739317409715283,-0.24021248037279735,1.5767122824621456,-0.22902987625709573,1.1153354293670759,-0.23762188023214778,-0.2332504805281612,-0.19333123459791152,-0.21415359955524593,0.9036176980683411,2003
-0.17888155073493164,-0.2156498556392326,-0.18903546344109895,-0.19018284883709505,-0.19560788007609708,-1.1883716472711283,-0.18776404408126887,-0.16406939262651538,-0.1380407772265117,-0.11577004143407664,-0.11321152738082005,-0.15723391948618826,-0.22052205413349313,-0.21527971978860788,-0.12972855042742515,-0.18018744251657742,-0.10565248361922766,-0.20501005586100288,-0.17888155073493164,-0.3625693614797568,-0.02479616581435192,-0.12642242977996687,-0.12765112075938725,-0.17698346404278226,-0.18446652082682607,0.474741498604463,0.03465337531345798,-0.14434118819821318,-0.3309504389500787,-0.19098759595019082,-0.19239328816849297,-0.15453364504966036,-0.38725512651455996,-0.1557563788337233,-0.09205574997241033,-0.29749383698817145,-0.07306916349478584,-0.2222287377360589,-0.10294799975643457,-0.2815690114202986,-0.1713997554455552,-0.11600047501076503,-0.16883304734799867,0.134975654598999,-0.1586047357894063,-0.2391584847046505,-0.16921812492082694,-0.13266547445448454,-0.15531425256811524,-0.14855811881908274,0.9036176980683411,3564
0.061411479701655315,0.12822044370101807,0.11443451292814753,0.020146699449925417,0.09116420390013835,1.7642540360277008,0.09114831062706354,0.05864537765847781,0.005875653930973706,-0.026390428190412495,-0.10890041821536664,0.04845605741074305,0.2618433498300067,-0.13787661118831118,-0.10030806712017207,-0.051688895801292524,-0.06732660578138398,-0.10566118806637906,0.061411479701655315,0.31922754652684304,-0.2662949725462925,0.014074175264578732,0.1273444837832533,0.04305057577953937,-0.012267022712655621,-0.2621905058517884,0.554116384445248,0.0002781934329364082,1.7600582219221632,0.06816329807934227,0.06730957601062543,0.08664264361503539,1.7971606136518645,0.06855779062925454,-0.08907631898162179,0.5991021852725495,0.019435668722483323,0.02661771422419329,0.061024840018333,-0.2815690114202986,0.05147893978158731,-0.04229873169033554,0.04056983568182532,-0.20978745206392796,0.08474279826956363,-0.26100516073806573,0.07744100845683002,0.0626513937594227,0.030300048730324162,0.002557308202295223,-1.0828650827493418,5856
2.0581297816260684,1.8488877096010827,2.0456199915441644,1.7431907286790358,1.7139059024136307,0.36959207001328337,1.9377491788902728,2.4078144599602527,2.477778712384477,2.418657171607032,2.5426804363749493,2.5034797355562786,0.7124398366982791,1.0615918018442385,0.5622795023286147,0.8207944246551911,0.4915924460205029,1.717088248310915,2.0581297816260684,1.5424420272462176,2.5268921519823313,1.3253579167069045,2.299618174584191,1.857337225119574,2.3842710670593155,-1.2633056817168837,1.8898784079269928,1.5143630795746124,1.8708274731541303,2.242269533967942,2.258449825472025,1.8217919803853093,1.6975617263681373,4.3212319894606495,2.5452519499131845,1.6157271497258765,4.611732644457718,1.3604346184336793,4.063661928432814,0.876980150790437,2.051661347237504,2.4783660405806804,2.094320547973497,-1.322432023567009,2.0840966568609627,-1.1567188781080775,2.1756889317851424,2.137081949128367,1.7280893903244705,1.9736562214477518,-1.7450260096885692,40012
3.431633290368381,3.3748689802297576,3.2200937410873105,3.9170533283637425,4.442640172252855,4.002520984620087,3.812533469946331,3.0077373011831003,2.809131300811496,2.150616930456562,1.7245645662846751,3.868637368287543,1.638129120574954,2.598276649453503,1.9315056050007195,2.004364520583608,0.5755443689033986,2.719600438318427,3.431633290368381,6.485708893251954,3.021219339095365,2.1679078116117783,2.335135349227255,2.8662072655117785,4.719000381752812,-2.431273386892828,2.8651967107866803,2.9251859993628266,1.8789917406752117,3.971911395550809,4.025854598438576,2.639725366273132,1.6890760449966717,2.4570341010405716,2.615851714740736,4.915046505948494,1.9077085186976894,2.8036192539594356,2.4081093684354538,3.1940784752119082,3.2721322783270446,2.27455832474233,3.471100206089271,-1.9962871865900014,3.0737099620341066,-1.6810391029100362,3.325377024196111,2.499277040575199,2.5159585696316276,2.713319660044685,-2.407186936627797,50058
